x,y
10.218751989758168,89.55596177539346
4.835438350417061,13.544093514276344
2.528399730044515,33.22070520600555
-18.21330388812557,94.8241479302329
24.297502559012322,282.65012046695057
2.3296604495646562,-15.519555347745094
3.9883554684814584,0.8003536046340898
-4.187697005246228,24.847571077684883
-9.417052827586787,-5.426387046575464
9.41789596320556,30.934287993420867
-6.141297731975351,47.43858368278822
-4.069912000522044,8.579496887712029
-13.93524940285898,107.89558072440654
2.9606010410020693,-43.23101057596852
12.258139045085104,56.058766540886594
-28.138137573316087,290.33121885850323
34.407656862362074,513.4675276614298
14.272601719534938,124.17733376621365
4.445191564452049,48.56866014355348
9.216897328589468,47.80036487423446
7.3445005436475155,34.50000605040048
-20.093192393418118,174.3232865586478
25.636887887696965,292.61478658476386
-6.235410753120565,47.54343788622651
-2.3534657208859273,70.76364482319867
26.111482249871532,304.64850411008007
1.5712508402104104,-46.747977623948444
11.72500252324271,90.9650290516455
4.041356377650188,35.89270354713896
-23.77273244228591,250.0571679565094
2.2548811838850567,14.62858897701306
-2.473557960495243,9.917004430888499
12.441599514174852,113.51785352968253
15.0110753059067,122.4872215598015
-18.32780552128049,131.18981938680187
27.920370279780105,385.0664771922273
-7.035598944300525,102.70718223828945
10.856308104854286,63.343640051027606
22.197476719402935,218.6387941435898
-4.5815308417150025,-59.648641148210324
-6.942673833462069,71.17050968898224
-26.357617540122455,300.2054524380814
-4.674596657664682,19.537546519385597
15.214291025904858,177.32003171383332
-28.673870440335342,335.80020687617406
-2.7092571738986777,-7.126161942332306
3.9112602413316284,13.104719902100063
-12.640742674332856,80.87526119422013
-7.221811355966971,83.38101356365422
-10.641854889878037,78.02477141578125
-23.115854160472512,210.01565466780633
3.2482650690859853,6.941473655140438
14.172351448619844,169.89343307383876
20.326626253222706,220.67857549280967
0.4182848097483643,18.48823206896088
-11.461724882849136,63.82614972822692
11.90571948751974,84.874924949598
16.92193860551309,193.85255912198002
0.6851540175794785,9.52175278413397
-0.6637510899076035,-71.67233897148932
13.911129487330593,88.66318749902692
11.551844642305339,103.62159336941136
6.97847620868025,46.84631784382157
15.477943541294255,134.89309143247382
8.426714239330066,110.30853062132222
10.059776046983387,60.48109678176319
-19.13982301184708,113.63336580918474
27.284712397596646,336.0375820941489
15.97235422883682,122.4765066780706
2.3003316082978524,6.621857379430521
2.1507807135762387,55.73933297612206
20.062409707373877,200.9083499884887
15.290843030685947,117.19881779907762
23.53662769509272,267.74573206366887
-0.6620680194221451,-12.23292527092694
-10.027381437212426,35.018734380571026
40.57678504800204,720.4265457826128
-11.193425550366586,40.48005997446489
-5.274102571170423,59.785646578114424
-21.27863192132587,97.58520106025536
-18.051195551010018,150.82928295725708
15.260588325938478,133.15185795855172
-16.517022709963502,83.63160696200067
-29.63716757789405,361.08031442944804
11.838369002605802,89.37787243019183
15.791769162634512,86.64423559176416
9.61559457814547,65.65171895575858
1.1933014446891432,2.7383375147624456
-0.1797607328178784,33.254036534623395
10.737594253208053,95.56201353222025
-22.998032874281023,247.70679274416574
-19.573451253132383,164.48972625297662
1.7559873364147272,-19.482979819607472
7.043904209250524,36.08801757701131
33.82093232147174,521.1215719387625
-4.742561084730198,46.299163488520676
-19.048472373853382,185.14831054550825
39.45367079425681,733.7961907590224
-14.837553227741173,149.87918953525067
-18.6016918085479,158.61522782946042
